customer_id,cluster,segment_name
12485.0,1,At Risk / Lost
12486.0,1,At Risk / Lost
12487.0,1,At Risk / Lost
12488.0,0,Loyal Customers
12489.0,1,At Risk / Lost
12490.0,0,Loyal Customers
12491.0,1,At Risk / Lost
12492.0,0,Loyal Customers
12493.0,0,Loyal Customers
12494.0,0,Loyal Customers
12495.0,1,At Risk / Lost
12496.0,1,At Risk / Lost
12497.0,0,Loyal Customers
12498.0,0,Loyal Customers
12499.0,1,At Risk / Lost
12500.0,0,Loyal Customers
12501.0,1,At Risk / Lost
12502.0,0,Loyal Customers
12503.0,1,At Risk / Lost
12504.0,0,Loyal Customers
12505.0,1,At Risk / Lost
12506.0,1,At Risk / Lost
12507.0,0,Loyal Customers
12508.0,1,At Risk / Lost
12509.0,1,At Risk / Lost
12510.0,0,Loyal Customers
12511.0,1,At Risk / Lost
12512.0,1,At Risk / Lost
12513.0,1,At Risk / Lost
12514.0,0,Loyal Customers
12515.0,1,At Risk / Lost
12516.0,0,Loyal Customers
12517.0,0,Loyal Customers
12518.0,0,Loyal Customers
12519.0,0,Loyal Customers
12520.0,0,Loyal Customers
12521.0,1,At Risk / Lost
12522.0,0,Loyal Customers
12523.0,0,Loyal Customers
12524.0,0,Loyal Customers
12525.0,1,At Risk / Lost
12526.0,0,Loyal Customers
12527.0,0,Loyal Customers
12528.0,0,Loyal Customers
12529.0,1,At Risk / Lost
12530.0,0,Loyal Customers
12531.0,0,Loyal Customers
12532.0,1,At Risk / Lost
12533.0,1,At Risk / Lost
12534.0,1,At Risk / Lost
12535.0,0,Loyal Customers
12536.0,0,Loyal Customers
12537.0,1,At Risk / Lost
12538.0,0,Loyal Customers
12539.0,0,Loyal Customers
12540.0,0,Loyal Customers
12541.0,0,Loyal Customers
12542.0,1,At Risk / Lost
12543.0,1,At Risk / Lost
12544.0,1,At Risk / Lost
12545.0,0,Loyal Customers
12546.0,0,Loyal Customers
12547.0,0,Loyal Customers
12548.0,1,At Risk / Lost
12549.0,1,At Risk / Lost
12550.0,1,At Risk / Lost
12551.0,1,At Risk / Lost
12552.0,1,At Risk / Lost
12553.0,0,Loyal Customers
12554.0,1,At Risk / Lost
12555.0,1,At Risk / Lost
12556.0,0,Loyal Customers
12557.0,0,Loyal Customers
12558.0,1,At Risk / Lost
12559.0,1,At Risk / Lost
12560.0,0,Loyal Customers
12561.0,1,At Risk / Lost
12562.0,0,Loyal Customers
12563.0,1,At Risk / Lost
12564.0,1,At Risk / Lost
12565.0,1,At Risk / Lost
12566.0,1,At Risk / Lost
12567.0,0,Loyal Customers
12568.0,1,At Risk / Lost
12569.0,0,Loyal Customers
12570.0,1,At Risk / Lost
12571.0,0,Loyal Customers
12572.0,0,Loyal Customers
12573.0,0,Loyal Customers
12574.0,1,At Risk / Lost
12575.0,1,At Risk / Lost
12576.0,0,Loyal Customers
12577.0,0,Loyal Customers
12578.0,0,Loyal Customers
12579.0,1,At Risk / Lost
12580.0,0,Loyal Customers
12581.0,1,At Risk / Lost
12582.0,0,Loyal Customers
12583.0,0,Loyal Customers
12584.0,0,Loyal Customers
12585.0,0,Loyal Customers
12586.0,0,Loyal Customers
12587.0,1,At Risk / Lost
12588.0,0,Loyal Customers
12589.0,0,Loyal Customers
12590.0,1,At Risk / Lost
12591.0,1,At Risk / Lost
12592.0,0,Loyal Customers
12593.0,0,Loyal Customers
12594.0,0,Loyal Customers
12595.0,1,At Risk / Lost
12596.0,0,Loyal Customers
12597.0,0,Loyal Customers
12598.0,0,Loyal Customers
12599.0,0,Loyal Customers
12600.0,0,Loyal Customers
12601.0,0,Loyal Customers
12602.0,1,At Risk / Lost
12603.0,1,At Risk / Lost
12604.0,0,Loyal Customers
12605.0,1,At Risk / Lost
12606.0,1,At Risk / Lost
12607.0,1,At Risk / Lost
12608.0,1,At Risk / Lost
12609.0,0,Loyal Customers
12610.0,0,Loyal Customers
12611.0,1,At Risk / Lost
12612.0,1,At Risk / Lost
12613.0,0,Loyal Customers
12614.0,1,At Risk / Lost
12615.0,0,Loyal Customers
12616.0,0,Loyal Customers
12617.0,1,At Risk / Lost
12618.0,1,At Risk / Lost
12619.0,0,Loyal Customers
12620.0,0,Loyal Customers
12621.0,0,Loyal Customers
12622.0,1,At Risk / Lost
12623.0,0,Loyal Customers
12624.0,0,Loyal Customers
12625.0,0,Loyal Customers
12626.0,0,Loyal Customers
12627.0,0,Loyal Customers
12628.0,0,Loyal Customers
12629.0,1,At Risk / Lost
12630.0,0,Loyal Customers
12631.0,0,Loyal Customers
12632.0,1,At Risk / Lost
12633.0,0,Loyal Customers
12634.0,1,At Risk / Lost
12635.0,0,Loyal Customers
12636.0,1,At Risk / Lost
12637.0,0,Loyal Customers
12638.0,0,Loyal Customers
12639.0,0,Loyal Customers
12640.0,0,Loyal Customers
12641.0,1,At Risk / Lost
12642.0,0,Loyal Customers
12643.0,0,Loyal Customers
12644.0,0,Loyal Customers
12645.0,0,Loyal Customers
12646.0,0,Loyal Customers
12647.0,0,Loyal Customers
12648.0,0,Loyal Customers
12649.0,0,Loyal Customers
12650.0,1,At Risk / Lost
12651.0,0,Loyal Customers
12652.0,1,At Risk / Lost
12653.0,0,Loyal Customers
12654.0,0,Loyal Customers
12655.0,1,At Risk / Lost
12656.0,0,Loyal Customers
12657.0,0,Loyal Customers
12658.0,1,At Risk / Lost
12659.0,1,At Risk / Lost
12660.0,1,At Risk / Lost
12661.0,1,At Risk / Lost
12662.0,0,Loyal Customers
12663.0,1,At Risk / Lost
12664.0,0,Loyal Customers
12665.0,0,Loyal Customers
12666.0,1,At Risk / Lost
12667.0,1,At Risk / Lost
12668.0,0,Loyal Customers
12669.0,0,Loyal Customers
12670.0,0,Loyal Customers
12671.0,1,At Risk / Lost
12672.0,0,Loyal Customers
12673.0,0,Loyal Customers
12674.0,0,Loyal Customers
12675.0,1,At Risk / Lost
12676.0,0,Loyal Customers
12677.0,1,At Risk / Lost
12678.0,0,Loyal Customers
12679.0,0,Loyal Customers
12680.0,0,Loyal Customers
12681.0,0,Loyal Customers
12682.0,0,Loyal Customers
12683.0,0,Loyal Customers
12684.0,0,Loyal Customers
12685.0,0,Loyal Customers
12686.0,1,At Risk / Lost
12687.0,1,At Risk / Lost
12688.0,1,At Risk / Lost
12689.0,0,Loyal Customers
12690.0,1,At Risk / Lost
12691.0,0,Loyal Customers
12692.0,1,At Risk / Lost
12693.0,0,Loyal Customers
12694.0,0,Loyal Customers
12695.0,0,Loyal Customers
12696.0,1,At Risk / Lost
12697.0,0,Loyal Customers
12698.0,1,At Risk / Lost
12699.0,1,At Risk / Lost
12700.0,0,Loyal Customers
12701.0,0,Loyal Customers
12702.0,1,At Risk / Lost
12703.0,0,Loyal Customers
12704.0,0,Loyal Customers
12705.0,0,Loyal Customers
12707.0,1,At Risk / Lost
12708.0,0,Loyal Customers
12709.0,0,Loyal Customers
12710.0,0,Loyal Customers
12711.0,1,At Risk / Lost
12712.0,0,Loyal Customers
12713.0,1,At Risk / Lost
12714.0,0,Loyal Customers
12715.0,1,At Risk / Lost
12716.0,0,Loyal Customers
12717.0,0,Loyal Customers
12718.0,1,At Risk / Lost
12719.0,0,Loyal Customers
12720.0,0,Loyal Customers
12721.0,0,Loyal Customers
12722.0,0,Loyal Customers
12723.0,0,Loyal Customers
12724.0,0,Loyal Customers
12725.0,0,Loyal Customers
12726.0,0,Loyal Customers
12727.0,0,Loyal Customers
12728.0,0,Loyal Customers
12729.0,1,At Risk / Lost
12730.0,1,At Risk / Lost
12731.0,0,Loyal Customers
12732.0,1,At Risk / Lost
12733.0,0,Loyal Customers
12734.0,1,At Risk / Lost
12735.0,1,At Risk / Lost
12736.0,1,At Risk / Lost
12737.0,1,At Risk / Lost
12738.0,1,At Risk / Lost
12739.0,0,Loyal Customers
12740.0,1,At Risk / Lost
12741.0,1,At Risk / Lost
12742.0,1,At Risk / Lost
12743.0,1,At Risk / Lost
12744.0,0,Loyal Customers
12745.0,1,At Risk / Lost
12746.0,1,At Risk / Lost
12747.0,0,Loyal Customers
12748.0,3,Champions
12749.0,0,Loyal Customers
12750.0,1,At Risk / Lost
12751.0,1,At Risk / Lost
12752.0,1,At Risk / Lost
12753.0,0,Loyal Customers
12754.0,0,Loyal Customers
12755.0,0,Loyal Customers
12756.0,1,At Risk / Lost
12757.0,0,Loyal Customers
12758.0,0,Loyal Customers
12759.0,0,Loyal Customers
12760.0,1,At Risk / Lost
12761.0,1,At Risk / Lost
12762.0,0,Loyal Customers
12763.0,0,Loyal Customers
12764.0,1,At Risk / Lost
12765.0,1,At Risk / Lost
12766.0,0,Loyal Customers
12767.0,1,At Risk / Lost
12768.0,1,At Risk / Lost
12769.0,1,At Risk / Lost
12770.0,0,Loyal Customers
12771.0,1,At Risk / Lost
12772.0,1,At Risk / Lost
12773.0,1,At Risk / Lost
12774.0,1,At Risk / Lost
12775.0,0,Loyal Customers
12776.0,1,At Risk / Lost
12777.0,1,At Risk / Lost
12778.0,0,Loyal Customers
12779.0,0,Loyal Customers
12780.0,1,At Risk / Lost
12781.0,0,Loyal Customers
12782.0,0,Loyal Customers
12783.0,0,Loyal Customers
12784.0,0,Loyal Customers
12785.0,0,Loyal Customers
12786.0,1,At Risk / Lost
12787.0,0,Loyal Customers
12788.0,1,At Risk / Lost
12789.0,0,Loyal Customers
12790.0,0,Loyal Customers
12791.0,0,Loyal Customers
12792.0,0,Loyal Customers
12793.0,1,At Risk / Lost
12794.0,0,Loyal Customers
12795.0,1,At Risk / Lost
12796.0,1,At Risk / Lost
12797.0,1,At Risk / Lost
12798.0,0,Loyal Customers
12799.0,1,At Risk / Lost
12800.0,1,At Risk / Lost
12801.0,1,At Risk / Lost
12802.0,0,Loyal Customers
12803.0,1,At Risk / Lost
12804.0,1,At Risk / Lost
12805.0,0,Loyal Customers
12806.0,1,At Risk / Lost
12807.0,1,At Risk / Lost
12808.0,0,Loyal Customers
12809.0,0,Loyal Customers
12810.0,1,At Risk / Lost
12811.0,0,Loyal Customers
12812.0,1,At Risk / Lost
12813.0,1,At Risk / Lost
12814.0,1,At Risk / Lost
12815.0,0,Loyal Customers
12816.0,0,Loyal Customers
12817.0,0,Loyal Customers
12818.0,1,At Risk / Lost
12819.0,1,At Risk / Lost
12820.0,0,Loyal Customers
12821.0,0,Loyal Customers
12822.0,0,Loyal Customers
12823.0,0,Loyal Customers
12824.0,1,At Risk / Lost
12825.0,1,At Risk / Lost
12826.0,0,Loyal Customers
12827.0,0,Loyal Customers
12828.0,0,Loyal Customers
12829.0,0,Loyal Customers
12830.0,0,Loyal Customers
12831.0,0,Loyal Customers
12832.0,0,Loyal Customers
12833.0,1,At Risk / Lost
12834.0,1,At Risk / Lost
12835.0,0,Loyal Customers
12836.0,0,Loyal Customers
12837.0,0,Loyal Customers
12838.0,0,Loyal Customers
12839.0,0,Loyal Customers
12840.0,0,Loyal Customers
12841.0,0,Loyal Customers
12842.0,0,Loyal Customers
12843.0,0,Loyal Customers
12844.0,0,Loyal Customers
12845.0,1,At Risk / Lost
12846.0,1,At Risk / Lost
12847.0,0,Loyal Customers
12848.0,1,At Risk / Lost
12849.0,0,Loyal Customers
12850.0,1,At Risk / Lost
12851.0,0,Loyal Customers
12852.0,1,At Risk / Lost
12853.0,0,Loyal Customers
12854.0,0,Loyal Customers
12855.0,1,At Risk / Lost
12856.0,0,Loyal Customers
12857.0,0,Loyal Customers
12858.0,1,At Risk / Lost
12859.0,1,At Risk / Lost
12860.0,1,At Risk / Lost
12861.0,1,At Risk / Lost
12862.0,1,At Risk / Lost
12863.0,0,Loyal Customers
12864.0,0,Loyal Customers
12865.0,0,Loyal Customers
12866.0,0,Loyal Customers
12867.0,0,Loyal Customers
12868.0,0,Loyal Customers
12869.0,1,At Risk / Lost
12870.0,0,Loyal Customers
12871.0,0,Loyal Customers
12872.0,0,Loyal Customers
12873.0,0,Loyal Customers
12874.0,1,At Risk / Lost
12875.0,0,Loyal Customers
12876.0,0,Loyal Customers
12877.0,0,Loyal Customers
12878.0,1,At Risk / Lost
12879.0,0,Loyal Customers
12880.0,0,Loyal Customers
12881.0,1,At Risk / Lost
12882.0,0,Loyal Customers
12883.0,0,Loyal Customers
12884.0,1,At Risk / Lost
12885.0,0,Loyal Customers
12886.0,0,Loyal Customers
12887.0,1,At Risk / Lost
12888.0,0,Loyal Customers
12889.0,1,At Risk / Lost
12890.0,0,Loyal Customers
12891.0,0,Loyal Customers
12892.0,1,At Risk / Lost
12893.0,1,At Risk / Lost
12894.0,1,At Risk / Lost
12895.0,0,Loyal Customers
12897.0,0,Loyal Customers
12898.0,1,At Risk / Lost
12899.0,1,At Risk / Lost
12900.0,1,At Risk / Lost
12901.0,0,Loyal Customers
12902.0,1,At Risk / Lost
12903.0,1,At Risk / Lost
12904.0,0,Loyal Customers
12905.0,1,At Risk / Lost
12906.0,0,Loyal Customers
12907.0,1,At Risk / Lost
12908.0,0,Loyal Customers
12909.0,0,Loyal Customers
12910.0,0,Loyal Customers
12911.0,1,At Risk / Lost
12912.0,0,Loyal Customers
12913.0,0,Loyal Customers
12914.0,1,At Risk / Lost
12915.0,0,Loyal Customers
12916.0,0,Loyal Customers
12917.0,0,Loyal Customers
12918.0,1,At Risk / Lost
12919.0,0,Loyal Customers
12920.0,0,Loyal Customers
12921.0,0,Loyal Customers
12922.0,1,At Risk / Lost
12923.0,0,Loyal Customers
12924.0,0,Loyal Customers
12925.0,0,Loyal Customers
12926.0,0,Loyal Customers
12927.0,1,At Risk / Lost
12928.0,0,Loyal Customers
12929.0,1,At Risk / Lost
12930.0,0,Loyal Customers
12931.0,0,Loyal Customers
12932.0,1,At Risk / Lost
12933.0,0,Loyal Customers
12934.0,1,At Risk / Lost
12935.0,0,Loyal Customers
12936.0,0,Loyal Customers
12937.0,0,Loyal Customers
12938.0,1,At Risk / Lost
12939.0,0,Loyal Customers
12940.0,0,Loyal Customers
12941.0,1,At Risk / Lost
12942.0,0,Loyal Customers
12943.0,1,At Risk / Lost
12944.0,0,Loyal Customers
12945.0,0,Loyal Customers
12946.0,1,At Risk / Lost
12947.0,0,Loyal Customers
12948.0,0,Loyal Customers
12949.0,0,Loyal Customers
12950.0,0,Loyal Customers
12951.0,0,Loyal Customers
12952.0,0,Loyal Customers
12953.0,0,Loyal Customers
12954.0,1,At Risk / Lost
12955.0,0,Loyal Customers
12956.0,0,Loyal Customers
12957.0,0,Loyal Customers
12958.0,1,At Risk / Lost
12959.0,1,At Risk / Lost
12960.0,0,Loyal Customers
12961.0,1,At Risk / Lost
12962.0,0,Loyal Customers
12963.0,0,Loyal Customers
12964.0,1,At Risk / Lost
12965.0,1,At Risk / Lost
12966.0,1,At Risk / Lost
12967.0,1,At Risk / Lost
12968.0,1,At Risk / Lost
12969.0,1,At Risk / Lost
12970.0,0,Loyal Customers
12971.0,0,Loyal Customers
12972.0,0,Loyal Customers
12973.0,1,At Risk / Lost
12974.0,0,Loyal Customers
12975.0,0,Loyal Customers
12976.0,0,Loyal Customers
12977.0,0,Loyal Customers
12978.0,0,Loyal Customers
12979.0,1,At Risk / Lost
12980.0,0,Loyal Customers
12981.0,0,Loyal Customers
12982.0,0,Loyal Customers
12983.0,1,At Risk / Lost
12984.0,1,At Risk / Lost
12985.0,0,Loyal Customers
12986.0,0,Loyal Customers
12987.0,0,Loyal Customers
12988.0,1,At Risk / Lost
12989.0,0,Loyal Customers
12990.0,0,Loyal Customers
12991.0,0,Loyal Customers
12992.0,1,At Risk / Lost
12993.0,0,Loyal Customers
12994.0,0,Loyal Customers
12995.0,1,At Risk / Lost
12996.0,1,At Risk / Lost
12997.0,0,Loyal Customers
12998.0,1,At Risk / Lost
12999.0,0,Loyal Customers
13000.0,0,Loyal Customers
13001.0,0,Loyal Customers
13002.0,0,Loyal Customers
13003.0,0,Loyal Customers
13004.0,0,Loyal Customers
13005.0,0,Loyal Customers
13006.0,1,At Risk / Lost
13007.0,1,At Risk / Lost
13008.0,0,Loyal Customers
13009.0,1,At Risk / Lost
13010.0,0,Loyal Customers
13011.0,1,At Risk / Lost
13012.0,0,Loyal Customers
13013.0,0,Loyal Customers
13014.0,0,Loyal Customers
13015.0,0,Loyal Customers
13016.0,0,Loyal Customers
13017.0,1,At Risk / Lost
13018.0,0,Loyal Customers
13019.0,0,Loyal Customers
13020.0,1,At Risk / Lost
13021.0,0,Loyal Customers
13022.0,1,At Risk / Lost
13023.0,0,Loyal Customers
13024.0,1,At Risk / Lost
13025.0,1,At Risk / Lost
13026.0,0,Loyal Customers
13027.0,0,Loyal Customers
13028.0,0,Loyal Customers
13029.0,0,Loyal Customers
13030.0,0,Loyal Customers
13031.0,1,At Risk / Lost
13032.0,0,Loyal Customers
13033.0,1,At Risk / Lost
13034.0,0,Loyal Customers
13035.0,0,Loyal Customers
13036.0,1,At Risk / Lost
13037.0,0,Loyal Customers
13038.0,0,Loyal Customers
13039.0,1,At Risk / Lost
13040.0,0,Loyal Customers
13041.0,1,At Risk / Lost
13042.0,1,At Risk / Lost
13043.0,1,At Risk / Lost
13044.0,0,Loyal Customers
13045.0,0,Loyal Customers
13046.0,0,Loyal Customers
13047.0,0,Loyal Customers
13048.0,0,Loyal Customers
13049.0,0,Loyal Customers
13050.0,0,Loyal Customers
13051.0,1,At Risk / Lost
13052.0,0,Loyal Customers
13053.0,1,At Risk / Lost
13055.0,0,Loyal Customers
13056.0,1,At Risk / Lost
13057.0,1,At Risk / Lost
13058.0,0,Loyal Customers
13059.0,0,Loyal Customers
13060.0,1,At Risk / Lost
13061.0,1,At Risk / Lost
13062.0,1,At Risk / Lost
13063.0,1,At Risk / Lost
13064.0,0,Loyal Customers
13065.0,0,Loyal Customers
13066.0,0,Loyal Customers
13067.0,0,Loyal Customers
13068.0,0,Loyal Customers
13069.0,0,Loyal Customers
13070.0,0,Loyal Customers
13071.0,1,At Risk / Lost
13072.0,1,At Risk / Lost
13073.0,1,At Risk / Lost
13074.0,1,At Risk / Lost
13075.0,1,At Risk / Lost
13076.0,1,At Risk / Lost
13077.0,0,Loyal Customers
13078.0,0,Loyal Customers
13079.0,0,Loyal Customers
13080.0,0,Loyal Customers
13081.0,0,Loyal Customers
13082.0,0,Loyal Customers
13083.0,0,Loyal Customers
13084.0,1,At Risk / Lost
13085.0,0,Loyal Customers
13086.0,1,At Risk / Lost
13087.0,1,At Risk / Lost
13088.0,1,At Risk / Lost
13089.0,3,Champions
13090.0,0,Loyal Customers
13091.0,0,Loyal Customers
13092.0,0,Loyal Customers
13093.0,0,Loyal Customers
13094.0,0,Loyal Customers
13095.0,1,At Risk / Lost
13096.0,1,At Risk / Lost
13097.0,0,Loyal Customers
13098.0,0,Loyal Customers
13099.0,1,At Risk / Lost
13101.0,0,Loyal Customers
13102.0,0,Loyal Customers
13103.0,0,Loyal Customers
13104.0,0,Loyal Customers
13105.0,1,At Risk / Lost
13106.0,0,Loyal Customers
13107.0,0,Loyal Customers
13108.0,1,At Risk / Lost
13109.0,0,Loyal Customers
13110.0,0,Loyal Customers
13111.0,1,At Risk / Lost
13112.0,1,At Risk / Lost
13113.0,0,Loyal Customers
13114.0,1,At Risk / Lost
13115.0,0,Loyal Customers
13116.0,1,At Risk / Lost
13117.0,0,Loyal Customers
13118.0,0,Loyal Customers
13119.0,1,At Risk / Lost
13120.0,1,At Risk / Lost
13121.0,1,At Risk / Lost
13122.0,0,Loyal Customers
13123.0,1,At Risk / Lost
13124.0,0,Loyal Customers
13125.0,1,At Risk / Lost
13126.0,0,Loyal Customers
13127.0,1,At Risk / Lost
13128.0,1,At Risk / Lost
13129.0,1,At Risk / Lost
13130.0,1,At Risk / Lost
13131.0,0,Loyal Customers
13132.0,1,At Risk / Lost
13133.0,0,Loyal Customers
13134.0,0,Loyal Customers
13135.0,0,Loyal Customers
13136.0,0,Loyal Customers
13137.0,0,Loyal Customers
13138.0,0,Loyal Customers
13139.0,0,Loyal Customers
13140.0,0,Loyal Customers
13141.0,0,Loyal Customers
13142.0,1,At Risk / Lost
13143.0,1,At Risk / Lost
13144.0,1,At Risk / Lost
13145.0,0,Loyal Customers
13146.0,1,At Risk / Lost
13147.0,0,Loyal Customers
13148.0,0,Loyal Customers
13149.0,0,Loyal Customers
13150.0,1,At Risk / Lost
13151.0,0,Loyal Customers
13152.0,0,Loyal Customers
13153.0,1,At Risk / Lost
13154.0,0,Loyal Customers
13155.0,0,Loyal Customers
13156.0,0,Loyal Customers
13157.0,0,Loyal Customers
13158.0,0,Loyal Customers
13159.0,0,Loyal Customers
13160.0,1,At Risk / Lost
13161.0,0,Loyal Customers
13162.0,0,Loyal Customers
13163.0,1,At Risk / Lost
13164.0,1,At Risk / Lost
13165.0,0,Loyal Customers
13166.0,0,Loyal Customers
13167.0,0,Loyal Customers
13168.0,0,Loyal Customers
13169.0,0,Loyal Customers
13170.0,1,At Risk / Lost
13171.0,0,Loyal Customers
13172.0,1,At Risk / Lost
13173.0,0,Loyal Customers
13174.0,0,Loyal Customers
13175.0,1,At Risk / Lost
13176.0,1,At Risk / Lost
13177.0,0,Loyal Customers
13178.0,0,Loyal Customers
13179.0,1,At Risk / Lost
13180.0,1,At Risk / Lost
13181.0,1,At Risk / Lost
13182.0,1,At Risk / Lost
13183.0,0,Loyal Customers
13184.0,0,Loyal Customers
13185.0,1,At Risk / Lost
13186.0,0,Loyal Customers
13187.0,0,Loyal Customers
13188.0,1,At Risk / Lost
13189.0,0,Loyal Customers
13190.0,1,At Risk / Lost
13191.0,1,At Risk / Lost
13192.0,0,Loyal Customers
13193.0,1,At Risk / Lost
13194.0,0,Loyal Customers
13195.0,1,At Risk / Lost
13196.0,0,Loyal Customers
13197.0,1,At Risk / Lost
13198.0,0,Loyal Customers
13199.0,0,Loyal Customers
13200.0,0,Loyal Customers
13201.0,1,At Risk / Lost
13202.0,0,Loyal Customers
13203.0,0,Loyal Customers
13204.0,1,At Risk / Lost
13205.0,1,At Risk / Lost
13206.0,0,Loyal Customers
13207.0,0,Loyal Customers
13208.0,0,Loyal Customers
13209.0,0,Loyal Customers
13210.0,1,At Risk / Lost
13211.0,0,Loyal Customers
13212.0,0,Loyal Customers
13213.0,0,Loyal Customers
13214.0,0,Loyal Customers
13215.0,1,At Risk / Lost
13216.0,1,At Risk / Lost
13217.0,0,Loyal Customers
13218.0,1,At Risk / Lost
13219.0,1,At Risk / Lost
13220.0,0,Loyal Customers
13221.0,0,Loyal Customers
13222.0,1,At Risk / Lost
13223.0,0,Loyal Customers
13224.0,0,Loyal Customers
13225.0,0,Loyal Customers
13226.0,0,Loyal Customers
13227.0,1,At Risk / Lost
13228.0,1,At Risk / Lost
13229.0,1,At Risk / Lost
13230.0,0,Loyal Customers
13232.0,0,Loyal Customers
13233.0,0,Loyal Customers
13234.0,1,At Risk / Lost
13235.0,1,At Risk / Lost
13236.0,0,Loyal Customers
13237.0,1,At Risk / Lost
13238.0,0,Loyal Customers
13239.0,0,Loyal Customers
13240.0,0,Loyal Customers
13241.0,1,At Risk / Lost
13242.0,0,Loyal Customers
13243.0,0,Loyal Customers
13244.0,1,At Risk / Lost
13245.0,0,Loyal Customers
13246.0,0,Loyal Customers
13247.0,0,Loyal Customers
13248.0,0,Loyal Customers
13249.0,0,Loyal Customers
13250.0,1,At Risk / Lost
13251.0,1,At Risk / Lost
13252.0,0,Loyal Customers
13253.0,0,Loyal Customers
13254.0,1,At Risk / Lost
13255.0,0,Loyal Customers
13256.0,1,At Risk / Lost
13257.0,1,At Risk / Lost
13258.0,0,Loyal Customers
13259.0,0,Loyal Customers
